2435,Earth Undead Hydra, Irate Nimble Fireball, Oblivion Revive, Nature Torment, Cataclysmic Shrink, Ghoul, Pandemonium, Reanimate, Earth Nameless Phoenix of the Shadows, Earth Lord Griffin, Fireball, Frozen Assassin Elf of the Polar Woods, Paladin, Deathgrip, Frozen Queen Dwarf of the Mountains, Life Ring, Light Fighter Giant of the Bright Mountains, Apocalypse Gauntlet, Wolf, Light Queen Cyclops, Snow Monk Kraken, Light Thief Hydra, Fairy, Burst, Irate Corpse Staff, Freeze, Miracle Boots, Shade, Spider, Dark King Oni of the Golden Palace, Vortex, Gloom Shrink, Potion, Empyrean Solar Age, Alacrity, Spider, Deathgrip, Fireball, Infuriate, Bow, Pandemonium, Flight, Chimeric Burst, Wolf, Tome]
2434,Bow, Snow King Cyclops, Assault, Hateful Invisibility, Skin-Walker, Spider, Shield, Spider, Frozen Thief Dwarf of the Black Stone, Fairy, Light Undead Hydra, Infuriate, Snow Warrior Goblin, Troll, Fairy, Wolf, Earth Assassin Oni of the Magical Forest, Spider, Invisibility, Troll, Life Divine Robe, Shade, Maelstrom, Ghoul, Corpse Strength, Frozen Undead Hydra, Sigil, Spider, Paladin, Magi, Solar Potion, Wall, Potent Chimeric Sword, Death Lord Orc, Death Queen Ogre of the Border, Eagle, Spider, Eagle, Oblivion Scepter, Sorrow, Boots, Light Knight Ogre of the Low Hills, Irate Grim Blight, Troll, Agony]
2236,Gale, Dire Lunar Lightning, Ring, Fury, Irate Sorrow Alacrity, Dark Rogue Cyclops, Troll, Necro Lethargy, Troll, Hateful Stricken, Berserker, Stun, Eagle, Revive, Nimble Burst, Spider, Tempest, Invisibility, Instant Solar Frost, Nature Infuriate, Earth Thief Griffin, Skin-Walker, Aura King Kraken, Fairy, Snow King Elf of the Mountains, Berserker, Earth Time Dragon of the Shadows, Instant Corpse Hypnosis, Death Undead Dragon of the Dead, Dark Ancient Wizard of Illusion, Grim Bow, Sorrow Fireball, Agony, Snow Ancient Wizard of Hate, Invisibility, Clever Nimble Haste, Hateful Age, Wolf, Paladin, Reanimate, Lunar Shrink, Aura Rogue Hydra, Death Thief Ogre of the Border, Skin-Walker, Potent Oblivion Vortex]
3470,Dark Monk Goblin, Corpse Age, Skin-Walker, Death King Ogre of the Polar Woods, Spider, Irate Dark Alacrity, Snow Assassin Orc, Wolf, Necro Greaves, Earth Monk Elf of the West, Agony, Fairy, Eagle, Solar Fireball, Infuriate, Eagle, Light Priest Kraken, Snow Rogue Giant of the Border, Strength, Aura Fighter Elf of the Arctic Blizzards, Agony, Oblivion Rage, Snow Queen Griffin, Clever Grim Haste, Spider, Zealous Corpse Crown, Miracle Vortex, Troll, Irate Sorrow Alacrity, Troll, Eagle, Shield, Scythe, Dire Miracle Firebreath, Eagle, Paladin, Warlock, Skin-Walker, Wolf, Magi, Aura Knight Oni of the Frozen Castle, Vortex, Magi, Deathgrip, Hypnosis]
2509,Invert, Death Rogue Cyclops, Eagle, Spider, Magi, Gale, Earth Priest Hydra, Life Rage, Magi, Torment, Ring, Paladin, Ghoul, Skin-Walker, Fireball, Potent Grim Drain, Warlock, Berserker, Paladin, Ghoul, Hateful Age, Ghoul, Solar Ring, Assault, Frozen Undead Kraken, Frozen Knight Kraken, Snow Warrior Giant of the Golden Palace, Skin-Walker, Wolf, Death King Oni of the Arctic Blizzards, Wolf, Ring, Aura King Cyclops, Dark Fighter Griffin, Hypnosis, Irate Hateful Infuriate, Warlock, Berserker, Nimble Helm, Hateful Agony, Pandemonium, Warlock, Skin-Walker, Fire, Stun]
2508,Warlock, Warlock, Shield, Frozen Ancient Wizard of the Void, Potent Dark Shrink, Fairy, Aura Merchant Cyclops, Wall, Burst, Burn, Berserker, Agony, Fairy, Magi, Lunar Heal, Paladin, Fairy, Lethargy, Lethargy, Firebreath, Drain, Agony, Berserker, Staff, Wolf, Dark Firebreath, Magi, Irate Apocalypse Pandemonium, Potent Apocalypse Drain, Urgent Cataclysmic Hypnosis, Berserker, Spider, Chimeric Sorrow, Berserker, Snow Assassin Kraken, Death Lord Elf of the Golden Palace, Gravitation, Pendant, Snow Lord Griffin, Paladin, Nimble Frenzy, Necro Lethargy, Agony, Berserker, Troll]
2507,Warlock, Ghoul, Ghoul, Zealous Apocalypse Blight, Sorrow Stun, Aura Chaos Wizard of the Light, Wolf, Light Nameless Phoenix of the Sky, Berserker, Clever Grim Heal, Ghoul, Torment, Death Fighter Kraken, Skin-Walker, Nimble Gloves, Zealous Sorrow Pendant, Revive, Burst, Amulet, Grim Torment, Wolf, Spider, Death Rogue Hydra, Strength, Dire Life Shield, Heal, Wall, Death Merchant Goblin, Shimmering Strength, Spider, Dire Gloom Scythe, Shield, Oblivion Assault, Ghoul, Paladin, Sorrow, Clever Solar Gravitation, Snow Warrior Griffin, Invisibility, Dire Chimeric Assault, Death Ancient Wizard of the Dead, Mighty Sorrow Pandemonium, Shade, Ghoul, Zealous Lunar Heal]
2506,Dire Forged Burn, Frozen Time Phoenix of the Void, Snow King Goblin, Empyrean Grim Shade, Boots, Blight, Maelstrom, Light Nameless Dragon of the Sky, Magi, Gloom Gloves, Ghoul, Urgent Nimble Hypnosis, Fairy, Light Ancient Demon of the Sky, Earth Warrior Hydra, Light Lord Giant of the Eastern Skies, Dire Corpse Age, Forged Deathgrip, Eagle, Magi, Instant Hateful Rage, Dark Rogue Giant of the Plains, Dark Lord Griffin, Frenzy, Shimmering Tempest, Death Ancient Wizard of the Dead, Zealous Cataclysmic Pendant, Eagle, Berserker, Victory Assault, Magi, Sorrow, Clever Nature Lethargy, Snow Lord Orc, Frost, Divine Robe, Dark Queen Goblin, Frozen King Orc, Oblivion Shade, Wolf, Berserker, Hypnosis, Gale, Frozen Thief Goblin, Irate Hateful Frost]
2505,Wolf, Berserker, Earth Undead Dwarf of the Plains, Age, Dark Queen Oni of the Low Hills, Burn, Frigid Blight, Spider, Warlock, Spider, Magi, Light Lord Kraken, Troll, Spider, Snow King Hydra, Helm, Frozen Lord Cyclops, Mighty Corpse Agony, Nimble Fireball, Earth Warrior Orc, Spider, Empyrean Corpse Infuriate, Earth Lord Goblin, Fireball, Zealous Cataclysmic Gale, Frozen Chaos Demon of the Void, Troll, Ghoul, Staff, Magi, Wolf, Earth Queen Oni of the Arctic Blizzards, Earth Warrior Dwarf of the Mountains, Nimble Rage, Assault, Dark Monk Ogre of the Mountains, Light Fighter Goblin, Skin-Walker, Dark Knight Griffin, Dark Warrior Ogre of the Magical Forest, Ghost Wand, Aura Lord Kraken, Irate Life Blight, Fairy, Troll]
2504,Pandemonium, Irate Cataclysmic Staff, Warlock, Rage, Alacrity, Berserker, Apocalypse Drain, Gloom Lightning, Ghoul, Ardent Shimmering Tempest, Earth Chaos Wizard of the Shadows, Oblivion Invert, Hateful Burn, Assault, Apocalypse Ice, Strength, Eagle, Haste, Revive, Tempest, Cataclysmic Helm, Warlock, Earth Monk Elf of the Swamp, Skin-Walker, Earth Thief Dwarf of the Swamp, Ardent Grim Maelstrom, Lethargy, Solar Divine Robe, Drain, Chimeric Alacrity, Paladin, Snow Assassin Orc, Earth Thief Oni of the Border, Deathgrip, Lethargy, Snow King Griffin, Burn, Berserker, Nimble Shade, Assault, Nimble Blight, Shield, Troll, Ghoul, Fairy]
2503,Magi, Spider, Victory Bracers, Spider, Invisibility, Deathgrip, Drain, Ghoul, Earth Assassin Hydra, Dark Merchant Goblin, Potion, Sorrow, Wolf, Grim Drain, Magi, Gauntlet, Fairy, Paladin, Warlock, Zealous Miracle Alacrity, Haste, Burn, Berserker, Dire Corpse Tome, Troll, Blight, Burn, Frost, Blight, Nature Burst, Shrink, Pandemonium, Age, Snow Time Dragon of Hate, Light Fighter Cyclops, Fury, Frozen Lord Goblin, Assault, Eagle, Warlock, Magi, Life Frost, Troll, Bracers, Spider]
2502,Cataclysmic Firebreath, Warlock, Frozen Knight Ogre of the Arctic Blizzards, Tempest, Ghoul, Tempest, Stun, Eagle, Nimble Burst, Death Assassin Kraken, Dark Monk Dwarf of the Polar Woods, Blight, Nimble Burst, Miracle Shield, Snow Lord Dwarf of the Plains, Belt, Deathgrip, Light Warrior Orc, Gravitation, Lightning, Ring, Dark Fighter Cyclops, Warlock, Sword, Berserker, Lethargy, Ghoul, Haste, Apocalypse Drain, Empyrean Cataclysmic Firebreath, Cataclysmic Flight, Earth Thief Orc, Ghoul, Invert, Haste, Hateful Fireball, Frozen Fighter Kraken, Aura Lord Oni of the Low Hills, Magi, Ghoul, Shrink, Skin-Walker, Ghoul, Potent Solar Strength, Aura Thief Giant of the Bright Mountains]
2501,Ice, Berserker, Frozen Priest Cyclops, Wolf, Eagle, Troll, Fairy, Wolf, Infuriate, Dark Priest Cyclops, Dire Necro Scythe, Wolf, Light Warrior Goblin, Paladin, Firebreath, Torment, Flight, Gauntlet, Potent Sorrow Shrink, Wolf, Spider, Torment, Warlock, Frozen King Orc, Necro Agony, Shrink, Empyrean Nature Torment, Lethargy, Sorrow, Warlock, Dire Gloom Infuriate, Necro Assault, Chimeric Firebreath, Eagle, Fairy, Troll, Warlock, Fairy, Ghoul, Torment, Dark Undead Dragon of Illusion, Urgent Shimmering Agony, Death Priest Griffin, Shade, Instant Hateful Strength]
2500,Fireball, Fairy, Staff, Spider, Frozen Queen Ogre of the Arctic Blizzards, Berserker, Ghoul, Troll, Eagle, Magi, Spider, Sorrow Alacrity, Skin-Walker, Shield, Spider, Frozen Thief Griffin, Fairy, Lightning, Gravitation, Agony, Light Lord Cyclops, Deathgrip, Lethargy, Frost, Heal, Solar Deathgrip, Potent Cataclysmic Shrink, Clever Life Haste, Belt, Berserker, Firebreath, Light Priest Kraken, Warlock, Ghoul, Flight, Assault, Alacrity, Berserker, Death Undead Elf of the Eternal Land, Revive, Skin-Walker, Staff, Invisibility, Deathgrip, Skin-Walker]
2727,Paladin, Skin-Walker, Age, Gravitation, Heal, Gale, Necro Strength, Dark Rogue Hydra, Warlock, Irate Nature Heal, Light Priest Cyclops, Eagle, Light Lord Giant of the Arctic Blizzards, Fire, Lethargy, Strength, Shrink, Corpse Torment, Ghoul, Warlock, Light Thief Giant of the Golden Palace, Gauntlet, Sigil, Haste, Magi, Fairy, Boots, Wolf, Light Merchant Ogre of the Eternal Land, Death Thief Giant of the Frozen Castle, Hateful Vortex, Potent Nimble Revive, Berserker, Skin-Walker, Shimmering Age, Magi, Magi, Oblivion Belt, Paladin, Earth Merchant Griffin, Infuriate, Aura Queen Goblin, Death Thief Hydra, Corpse Stun, Drain]
2726,Deathgrip, Dire Grim Shield, Magi, Warlock, Troll, Death Assassin Cyclops, Zealous Lunar Alacrity, Warlock, Troll, Strength, Wolf, Magi, Fury, Dark Queen Orc, Troll, Aura Lord Orc, Rage, Eagle, Flight, Wall, Pendant, Irate Nimble Freeze, Magi, Wolf, Apocalypse Ring, Ice, Wolf, Berserker, Skin-Walker, Troll, Ghoul, Alacrity, Skin-Walker, Paladin, Gloom Assault, Magi, Apocalypse Scepter, Instant Necro Frost, Firebreath, Snow Assassin Orc, Paladin, Deathgrip, Wolf, Berserker, Haste]
2725,Spider, Clever Miracle Vortex, Forged Revive, Shrink, Warlock, Ardent Nimble Haste, Agony, Helmet, Flight, Warlock, Magi, Warlock, Death Thief Hydra, Stricken, Fireball, Chimeric Fury, Bracers, Spider, Earth Undead Hydra, Earth Monk Orc, Fire, Frozen Priest Cyclops, Spider, Snow Chaos Demon of Hate, Magi, Nature Lethargy, Freeze, Light Lord Orc, Rage, Forged Burn, Eagle, Greaves, Paladin, Firebreath, Wolf, Alacrity, Strength, Victory Blight, Troll, Assault, Pendant, Ring, Shimmering Fire, Paladin, Troll]
2724,Shrink, Berserker, Oblivion Ice, Earth Lord Goblin, Lethargy, Nimble Assault, Fire, Instant Frigid Drain, Freeze, Nimble Pandemonium, Troll, Nature Deathgrip, Shade, Invisibility, Troll, Snow Rogue Cyclops, Light Chaos Wizard of the Sky, Helm, Corpse Revive, Age, Light Merchant Dwarf of the West, Scythe, Warlock, Clever Necro Lethargy, Skin-Walker, Dark Alacrity, Boots, Berserker, Troll, Shrink, Hateful Ring, Snow Grand Demon of Hate, Gloves, Aura Priest Ogre of the Eternal Land, Ghoul, Grim Haste, Troll, Magi, Mighty Oblivion Wall, Aura Rogue Hydra, Troll, Scythe, Potion, Eagle, Light Lord Goblin]
2723,Dark Knight Goblin, Light Undead Oni of the West, Frigid Drain, Eagle, Dark Warrior Griffin, Miracle Shield, Alacrity, Aura Lord Hydra, Magi, Lunar Sword, Earth Rogue Kraken, Shimmering Deathgrip, Nature Pandemonium, Spider, Paladin, Earth Assassin Orc, Spider, Urgent Life Invert, Ghoul, Spider, Corpse Deathgrip, Eagle, Wolf, Paladin, Strength, Apocalypse Helmet, Paladin, Empyrean Victory Shade, Eagle, Greaves, Instant Hateful Frenzy, Forged Invisibility, Death Assassin Griffin, Clever Gloom Shield, Light Nameless Dragon of the Sky, Eagle, Fairy, Reanimate, Forged Agony, Earth Lord Goblin, Earth Warrior Elf of the Plains, Fairy, Agony, Ardent Shimmering Lethargy, Ghoul]
2722,Warlock, Victory Haste, Ghoul, Shimmering Agony, Helm, Victory Haste, Fairy, Aura Merchant Giant of the Swamp, Warlock, Drain, Freeze, Fairy, Hateful Lightning, Aura Merchant Orc, Deathgrip, Flight, Urgent Oblivion Invert, Dark Warrior Goblin, Snow Assassin Giant of the Swamp, Earth Nameless Phoenix of the Shadows, Gauntlet, Aura Time Phoenix of the Light, Magi, Hateful Fireball, Warlock, Eagle, Pandemonium, Ghoul, Death Monk Cyclops, Spider, Lunar Wall, Shield, Eagle, Death Lord Hydra, Ring, Aura King Orc, Pandemonium, Skin-Walker, Snow Rogue Griffin, Frozen Merchant Kraken, Lethargy, Berserker, Skin-Walker, Death Ancient Demon of the Dead, Snow Lord Dwarf of the Magical Forest]
2721,Snow Rogue Giant of the Mountains, Death Knight Griffin, Lethargy, Necro Agony, Snow Priest Cyclops, Revive, Aura Priest Ogre of the Polar Woods, Death Assassin Goblin, Earth Lord Oni of the Eastern Skies, Dark Fighter Ogre of the West, Dark Shrink, Wolf, Sorrow Lightning, Troll, Frozen Merchant Hydra, Bow, Magi, Skin-Walker, Earth Merchant Hydra, Crown, Stun, Fire, Hateful Greaves, Torment, Aura King Cyclops, Snow Warrior Cyclops, Light Merchant Orc, Frozen Rogue Griffin, Frozen King Ogre of the Polar Woods, Frozen Undead Hydra, Heal, Zealous Gloom Alacrity, Earth Fighter Elf of the Low Hills, Victory Scythe, Fairy, Troll, Lunar Fireball, Spider, Victory Sigil, Ghoul, Paladin, Fairy, Burn, Victory Fireball, Pendant]
2720,Mighty Chimeric Bow, Light Warrior Ogre of the Golden Palace, Warlock, Snow Nameless Phoenix of Hate, Aura Undead Dwarf of the Arctic Blizzards, Stun, Solar Cloak, Flight, Spider, Death Priest Griffin, Eagle, Fairy, Dark Monk Elf of the Haven, Wolf, Infuriate, Stricken, Shrink, Magi, Boots, Oblivion Torment, Berserker, Assault, Snow Warrior Kraken, Stricken, Forged Agony, Paladin, Life Pendant, Spider, Skin-Walker, Frigid Scythe, Dark Reanimate, Empyrean Oblivion Shade, Berserker, Age, Death Queen Oni of the Black Stone, Death Grand Wizard of the Dead, Death Lord Goblin, Apocalypse Pendant, Lunar Flight, Magi, Snow Ancient Wizard of Hate, Warlock, Invert, Life Shade, Gauntlet]
2729,Strength, Magi, Death Nameless Dragon of the Dead, Gauntlet, Agony, Greaves, Zealous Solar Deathgrip, Death Thief Kraken, Spider, Wolf, Aura Grand Demon of the Light, Snow Rogue Ogre of the Polar Woods, Fairy, Frozen Knight Ogre of the West, Fire, Invert, Skin-Walker, Magi, Light Grand Demon of the Sky, Potent Apocalypse Drain, Shield, Wolf, Snow Lord Goblin, Blight, Burn, Aura Monk Hydra, Bow, Lethargy, Spider, Pendant, Spider, Frozen Undead Dragon of the Void, Skin-Walker, Shade, Skin-Walker, Assault, Dark Time Dragon of Illusion, Berserker, Shade, Clever Life Haste, Agony, Reanimate, Tempest, Zealous Apocalypse Bracers, Magi]
2728,Light Rogue Orc, Fairy, Eagle, Death Nameless Phoenix of the Dead, Belt, Warlock, Bracers, Fire, Strength, Magi, Forged Bow, Earth Thief Ogre of the West, Burst, Troll, Berserker, Age, Invert, Troll, Dire Hateful Frost, Agony, Rage, Age, Aura Lord Elf of the Mountains, Fairy, Corpse Vortex, Eagle, Troll, Corpse Sigil, Eagle, Spider, Apocalypse Gauntlet, Mighty Frigid Invert, Warlock, Ghoul, Snow Knight Giant of the Mountains, Scepter, Haste, Necro Gale, Infuriate, Maelstrom, Death Knight Kraken, Drain, Magi, Wolf, Amulet]
3942,Skin-Walker, Death Queen Kraken, Deathgrip, Light King Goblin, Solar Infuriate, Ardent Frigid Haste, Death King Griffin, Invisibility, Snow Knight Goblin, Sorrow, Corpse Revive, Light Assassin Cyclops, Solar Ring, Empyrean Shimmering Tome, Freeze, Aura Lord Griffin, Sword, Skin-Walker, Ghoul, Earth Undead Dwarf of the Mountains, Corpse Rage, Paladin, Shield, Fairy, Shade, Death Rogue Griffin, Spider, Warlock, Earth Chaos Wizard of the Shadows, Light Knight Kraken, Cataclysmic Burn, Forged Crown, Fire, Earth Grand Wizard of the Shadows, Ghoul, Apocalypse Drain, Frozen Knight Dwarf of the Golden Palace, Victory Assault, Aura Fighter Giant of the Haven, Light Warrior Hydra, Light Warrior Goblin, Wolf, Alacrity, Eagle, Aura Assassin Kraken]
2199,Skin-Walker, Frost, Paladin, Aura Time Phoenix of the Light, Clever Sorrow Infuriate, Lightning, Frozen Lord Goblin, Dark Lord Griffin, Light Undead Phoenix of the Sky, Empyrean Chimeric Firebreath, Berserker, Freeze, Death Knight Orc, Aura King Orc, Warlock, Shimmering Staff, Aura Warrior Elf of the Golden Palace, Strength, Shrink, Snow Queen Cyclops, Pandemonium, Invisibility, Frigid Scepter, Aura Merchant Orc, Scepter, Firebreath, Dark Time Phoenix of Illusion, Fire, Torment, Haste, Earth Ancient Demon of the Shadows, Wolf, Ice, Sorrow, Potent Forged Frenzy, Deathgrip, Gloom Firebreath, Firebreath, Frost, Ardent Corpse Burn, Burn, Invert, Fairy, Potent Sorrow Shrink, Snow Knight Goblin]
1807,Fairy, Earth Monk Orc, Oblivion Drain, Helmet, Deathgrip, Aura Undead Giant of the Frozen Castle, Nimble Invert, Sorrow, Frenzy, Magi, Spider, Wolf, Ardent Grim Haste, Spider, Gravitation, Shade, Spider, Potent Lunar Shrink, Warlock, Troll, Grim Burst, Lethargy, Earth Rogue Kraken, Shade, Magi, Burst, Ardent Sorrow Stun, Frenzy, Fairy, Ghoul, Magi, Earth Queen Elf of the Low Hills, Urgent Grim Invert, Ghoul, Paladin, Bow, Deathgrip, Aura King Goblin, Ghoul, Forged Ring, Aura Assassin Oni of the Eastern Skies, Zealous Cataclysmic Infuriate, Spider, Drain, Heal]
1806,Necro Age, Snow Fighter Goblin, Wolf, Berserker, Agony, Dark Priest Dwarf of the Eastern Skies, Crown, Wolf, Fairy, Tome, Pandemonium, Berserker, Sorrow Stun, Dark Fighter Hydra, Blight, Drain, Miracle Stricken, Firebreath, Skin-Walker, Frigid Stricken, Haste, Snow Priest Kraken, Victory Invert, Lethargy, Warlock, Haste, Invert, Magi, Rage, Gravitation, Aura Thief Giant of the Haven, Paladin, Shrink, Snow Queen Kraken, Warlock, Clever Solar Boots, Skin-Walker, Fairy, Death Knight Dwarf of the Border, Potion, Spider, Firebreath, Greaves, Earth Time Phoenix of the Shadows, Spider]
1805,Death Chaos Demon of the Dead, Magi, Aura Undead Kraken, Snow Rogue Ogre of the West, Wolf, Warlock, Ice, Dark Assassin Elf of the Polar Woods, Light Fighter Hydra, Skin-Walker, Aura Warrior Griffin, Magi, Dark Ancient Wizard of Illusion, Corpse Frenzy, Troll, Burn, Ghoul, Ghost Wand, Skin-Walker, Agony, Clever Solar Lethargy, Shimmering Helmet, Aura Nameless Dragon of the Light, Life Gauntlet, Victory Drain, Wolf, Gravitation, Dark Alacrity, Drain, Frenzy, Snow Lord Griffin, Dark Merchant Dwarf of the Frozen Castle, Troll, Maelstrom, Infuriate, Warlock, Snow Thief Orc, Spider, Magi, Bracers, Firebreath, Heal, Shade, Urgent Chimeric Flight, Light Assassin Ogre of the Eastern Skies]
1804,Snow King Hydra, Aura King Giant of the Eastern Skies, Age, Aura Warrior Goblin, Snow Thief Giant of the Swamp, Dark Warrior Dwarf of the Frozen Castle, Invisibility, Aura Undead Kraken, Paladin, Strength, Haste, Snow Monk Goblin, Warlock, Fairy, Potent Dark Shrink, Warlock, Wolf, Paladin, Alacrity, Zealous Apocalypse Blight, Eagle, Dark Assassin Cyclops, Fire, Lightning, Urgent Life Maelstrom, Blight, Ring, Fairy, Instant Hateful Strength, Irate Chimeric Fire, Berserker, Snow Priest Cyclops, Snow Knight Kraken, Irate Grim Gravitation, Light Priest Orc, Shield, Aura Queen Hydra, Ghoul, Snow Warrior Hydra, Belt, Alacrity, Death Knight Dwarf of the Plains, Lunar Gloves, Frost, Dire Lunar Hypnosis]
1803,Earth Priest Cyclops, Eagle, Frozen Monk Hydra, Warlock, Paladin, Bow, Berserker, Blight, Wall, Shield, Infuriate, Cloak, Ring, Death Undead Elf of the Golden Palace, Wolf, Ghoul, Frenzy, Light Priest Oni of the Frozen Castle, Helmet, Wolf, Frenzy, Irate Lunar Crown, Snow Warrior Oni of the Golden Palace, Shade, Hateful Fireball, Urgent Frigid Invert, Dark Undead Hydra, Skin-Walker, Sorrow, Paladin, Life Torment, Gravitation, Vortex, Troll, Cloak, Magi, Mighty Forged Vortex, Earth Undead Elf of the Swamp, Alacrity, Snow Queen Dwarf of the Mountains, Blight, Fairy, Irate Frigid Blight, Snow Nameless Phoenix of Hate, Skin-Walker]
1802,Ardent Miracle Assault, Divine Robe, Dire Miracle Firebreath, Torment, Sorrow, Aura Assassin Oni of the Black Stone, Fireball, Snow Time Dragon of Hate, Instant Life Assault, Death Queen Griffin, Dark Firebreath, Aura Thief Elf of the Frozen Castle, Boots, Alacrity, Flight, Snow Chaos Demon of Hate, Skin-Walker, Frozen Monk Dwarf of the Mountains, Light Monk Cyclops, Tome, Irate Frigid Wall, Ardent Apocalypse Frost, Earth Grand Demon of the Shadows, Lunar Pandemonium, Clever Apocalypse Sorrow, Vortex, Paladin, Aura Rogue Elf of the Arctic Blizzards, Paladin, Dark Rogue Elf of the Bright Mountains, Urgent Dark Fire, Eagle, Clever Forged Lethargy, Instant Victory Rage, Eagle, Light Nameless Dragon of the Sky, Life Drain, Necro Gloves, Assault, Dire Oblivion Gale, Dark Ancient Demon of Illusion, Aura Fighter Hydra, Zealous Necro Torment, Empyrean Lunar Sorrow, Nimble Heal]
1801,Wall, Solar Ice, Lethargy, Skin-Walker, Spider, Solar Vortex, Empyrean Hateful Wall, Reanimate, Aura Undead Giant of the Frozen Castle, Paladin, Frozen Thief Hydra, Potent Apocalypse Drain, Frigid Haste, Instant Chimeric Shrink, Snow Time Phoenix of Hate, Berserker, Dire Oblivion Shade, Urgent Dark Flight, Warlock, Skin-Walker, Shield, Ardent Nimble Haste, Agony, Gale, Frigid Hypnosis, Firebreath, Instant Victory Drain, Wolf, Snow Monk Dwarf of the Low Hills, Death Assassin Giant of the Golden Palace, Wolf, Infuriate, Maelstrom, Fairy, Spider, Drain, Drain, Shimmering Scepter, Death King Giant of the Magical Forest, Pendant, Lunar Amulet, Freeze, Invert, Aura Thief Cyclops, Rage]
1800,Wolf, Eagle, Frost, Shimmering Age, Shade, Nature Maelstrom, Magi, Fairy, Potent Solar Gale, Shade, Wolf, Skin-Walker, Earth Thief Goblin, Troll, Fairy, Eagle, Lethargy, Firebreath, Fairy, Firebreath, Eagle, Fairy, Urgent Grim Invert, Burst, Invert, Dark Lord Griffin, Alacrity, Sorrow Fireball, Lightning, Ghoul, Dark Undead Oni of the Low Hills, Shield, Scythe, Frost, Invert, Wall, Drain, Deathgrip, Frozen King Hydra, Bracers, Snow Knight Orc, Eagle, Troll, Eagle, Instant Apocalypse Drain]
3788,Skin-Walker, Burst, Snow Warrior Orc, Lunar Ghost Wand, Shimmering Pandemonium, Irate Forged Pandemonium, Snow Lord Goblin, Troll, Magi, Death Monk Kraken, Earth Queen Orc, Earth Warrior Kraken, Ghoul, Fairy, Skin-Walker, Urgent Gloom Bow, Paladin, Shrink, Vortex, Burst, Magi, Hypnosis, Fairy, Earth Assassin Giant of the Bright Mountains, Berserker, Shrink, Age, Shimmering Age, Lethargy, Eagle, Ghoul, Shrink, Chimeric Ring, Death Merchant Orc, Sword, Magi, Troll, Berserker, Blight, Hateful Strength, Torment, Spider, Magi, Sorrow Firebreath, Solar Hypnosis]
3789,Shrink, Paladin, Paladin, Troll, Death Time Phoenix of the Dead, Reanimate, Snow King Hydra, Death Lord Griffin, Belt, Skin-Walker, Earth Priest Elf of the Border, Zealous Nimble Blight, Frozen Assassin Ogre of the West, Wolf, Victory Sword, Snow Priest Kraken, Solar Gauntlet, Invert, Skin-Walker, Spider, Aura King Dwarf of the Plains, Life Torment, Ghoul, Nimble Shade, Gauntlet, Amulet, Troll, Light Warrior Griffin, Burn, Troll, Sorrow, Eagle, Burn, Dire Forged Frenzy, Death Undead Elf of the Haven, Nimble Drain, Snow Priest Elf of the Plains, Troll, Assault, Sorrow, Frozen Knight Ogre of the Swamp, Staff, Blight, Age, Eagle]
1809,Dark Sigil, Eagle, Skin-Walker, Death Knight Giant of the West, Fairy, Paladin, Spider, Frozen Merchant Kraken, Apocalypse Scepter, Dire Shimmering Age, Cloak, Deathgrip, Earth Thief Elf of the Bright Mountains, Berserker, Lunar Sigil, Frigid Bow, Earth Merchant Hydra, Earth Lord Kraken, Sorrow Freeze, Warlock, Infuriate, Warlock, Deathgrip, Death Grand Wizard of the Dead, Infuriate, Ghoul, Aura Fighter Ogre of the Mountains, Warlock, Magi, Skin-Walker, Belt, Potent Miracle Shrink, Eagle, Ghoul, Paladin, Sorrow, Firebreath, Berserker, Invert, Skin-Walker, Helmet, Snow Monk Elf of the Black Stone, Oblivion Drain, Troll, Warlock]
1808,Light Assassin Kraken, Wolf, Spider, Aura Grand Demon of the Light, Skin-Walker, Nimble Blight, Frozen Priest Hydra, Potent Victory Invisibility, Ardent Life Burst, Warlock, Sorrow, Magi, Berserker, Troll, Berserker, Earth Priest Goblin, Skin-Walker, Eagle, Eagle, Eagle, Dark Warrior Orc, Death Undead Ogre of the Border, Apocalypse Hypnosis, Wolf, Death Warrior Oni of the Bright Mountains, Troll, Life Invert, Fire, Aura Thief Kraken, Age, Frozen Merchant Oni of the Polar Woods, Light Warrior Goblin, Wolf, Berserker, Eagle, Aura King Giant of the Border, Empyrean Nimble Shade, Necro Age, Berserker, Berserker, Gale, Sigil, Invert, Aura King Giant of the Eastern Skies, Haste]
3089,Clever Chimeric Gauntlet, Corpse Sword, Heal, Earth Grand Wizard of the Shadows, Nimble Pendant, Age, Snow Chaos Demon of Hate, Frozen Thief Hydra, Earth Warrior Elf of the Eastern Skies, Paladin, Warlock, Victory Tome, Dark Monk Cyclops, Light Knight Hydra, Wolf, Necro Belt, Spider, Skin-Walker, Aura Nameless Dragon of the Light, Dark Merchant Kraken, Death King Kraken, Bow, Boots, Shield, Aura Knight Hydra, Firebreath, Freeze, Dire Cataclysmic Firebreath, Flight, Death Undead Phoenix of the Dead, Hypnosis, Frost, Fairy, Staff, Gloom Infuriate, Tempest, Invert, Ardent Nimble Ring, Forged Rage, Ghoul, Berserker, Magi, Fairy, Dark Merchant Ogre of the Haven, Frozen Merchant Goblin]
